,GI Value,source table,acc,NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_2,Refuse_Pct
Manganese_(mg),0.02564985984901565,-0.017384779284199355,-0.03481790871288636,0.011963908685095434,-0.14123043710435168,0.058297292522137716,0.12706138411350978,-0.048191702150270584,0.5645354476374542,0.11991163715336536,0.20239990734000968,-0.025243699031054164,0.006069552179210456,0.06063466671958661,0.38094739419784673,0.05578913063575932,0.8750093011854413,-0.05456345841372021,0.07939895400999682,0.17033109165770263,1.0,-0.00632537150813257,-0.021107142311723365,-0.011272170583613177,0.22828835979849443,0.2625995377103487,0.3372392799136333,0.1118541284557976,0.11577353843554539,-0.00844762350684133,0.17084398434119613,0.08006873441283684,0.06841079543762489,-0.03170041046698086,-0.016236591078154828,-0.02498992916003025,-0.022274542772938166,-0.010807862016486388,-0.009704176661644989,-0.01487237557057908,-0.0009641176827003491,-0.013321233282335927,-0.01976789815221077,-0.023683691738747497,-0.023801612920823164,-0.015174729355356163,-0.04256644766604644,-0.04191070968463485,-0.025233621555466646,-0.023753662633303852,-0.09247181577526024,-0.19527061662059914,-0.02777264120501971
Selenium_(µg),0.17506430172396684,-0.07889909647956996,0.013232072427931112,-0.036086856039081336,-0.35796781977371617,0.31032808418113844,0.6525195713744009,0.12082248403776019,0.24758686173997338,0.1258639434001691,0.1269406277790867,-0.16301278074024864,0.15695286532753502,0.3662659865751568,0.2989600041467418,0.4017220355145344,0.03547334210991782,0.2569830610411064,0.41125613729035276,0.19821271778069208,-0.00632537150813257,1.0,-0.1321420694107372,0.19746496256033805,0.5963329663930481,0.23904195949949333,0.3622194788239112,0.1440083236558073,0.336758978645265,0.19142327808699244,0.29337935454796965,0.30888205608791286,0.6913827904943125,0.3338905029963827,-0.1105980251905635,0.02453465326905218,0.13022646714353114,-0.10063343847811304,-0.13874756230791252,-0.05700142699158964,-0.05191394871100327,-0.05908356309835352,0.10932493739479139,0.48865761963777893,0.4874263461418105,-0.10409553440125703,0.04046792886699138,0.1587940929068752,0.09644031801015625,0.6074804664009045,-0.2434098591676613,-0.24006137893099888,-0.1503157889701406
Vit_C_(mg),-0.04492667645304504,-0.0019409474584163558,0.004352969279978452,0.014204403963298492,0.059827588971517166,-0.15024745503570902,-0.14035747940208612,-0.1438375062167636,0.17666642868778162,0.050658985007427375,0.06324560772477356,-0.029060782183742154,0.1524397525632957,-0.023985983343819996,-0.008395402867487335,0.19967168696306078,0.10045372898618556,-0.1326882248381013,-0.09101185759878974,0.07286883722849331,-0.021107142311723365,-0.1321420694107372,1.0,0.05303390240144075,-0.029189059597881824,0.010312137490124924,0.0527176712381806,0.11632843233035678,0.047565013098569454,0.016425148954119527,0.050713180593721055,0.03971747369106981,-0.0463796185655144,-0.04380728451042525,0.12665149781958762,0.04331485716083335,-0.039492832058069784,-0.014611655090059057,0.15052154476851962,0.0933396429764887,0.17937845106281888,0.15656963470801574,0.03714173748678707,-0.04883786587390292,-0.04939187825011205,0.1800770533170746,-0.1104939719826505,-0.11723265317379845,-0.09323187112574699,-0.05415374776989309,0.029595441109272928,-0.02136087596405485,0.2112643222436824
Thiamin_(mg),0.2244446838721178,0.12996450071467272,-0.0429884367031165,0.10749816693398721,-0.3023655032570819,0.2118034475833588,0.15094141339444817,0.00313909469516294,0.1577470635656382,0.3050787711847341,0.25492547871730864,0.03332323117228413,0.02556743189929152,0.45505176525929786,0.1957836663491676,0.1837865324737512,0.041016733683329004,0.14239670576723004,0.37646757587742063,0.3713227193468438,-0.011272170583613177,0.19746496256033805,0.05303390240144075,1.0,0.4618389917490572,0.7205240730140685,0.664440231850207,0.6089093158369817,0.5659129716871774,0.7085849120611252,0.07102610742268956,0.6568902868965718,0.024992336730717993,0.2009668958534528,-0.0045941869232278415,0.011924730031869436,0.020266504433065505,-0.05163651581943682,0.0005362782186816437,-0.03747706930619581,0.10139241928680236,-0.014439197896722945,0.13834427777957856,-0.014069307872751673,-0.014388453869425447,-0.026659583616218393,-0.05065150853398176,0.01882068421787898,0.07313110556271972,-0.024827548870527533,-0.17960313758635021,-0.2187574146810987,-0.07293538514202672
Riboflavin_(mg),0.0867020062389297,0.008551587600688818,0.007397055215773551,-0.06482477129061202,-0.37036926638199985,0.2992914243740568,0.5681649249005766,0.10079769449032831,0.4453621001746178,0.17009426861695326,0.12311908047003538,-0.022229716191304066,0.3019397141353624,0.4906866470613223,0.19715145724077443,0.4337192642804324,0.27650803715525374,0.22421085831988935,0.4896423488085568,0.24653567135682633,0.22828835979849443,0.5963329663930481,-0.029189059597881824,0.4618389917490572,1.0,0.47885562313508284,0.6373738991163026,0.5091383195722579,0.47568242068025074,0.44150261230302906,0.22089503534268162,0.4964233905212107,0.523632803093262,0.3652978671516257,0.03253450029317016,0.20167264663391327,0.25522287616072437,-0.08983518504691747,-0.01758169521713733,-0.0482687665327056,0.112982812824683,0.001799779405569569,0.059877052013910054,0.4160815611145169,0.4158131890612717,-0.0420546035419873,0.07887421241589061,0.10790195844606569,0.031980006653639606,0.49905403750927707,-0.23979452677900218,-0.1580676537711527,-0.11232303125162761
Niacin_(mg),0.2242574376576943,0.055455495578552866,-0.05107397035456141,0.11778878549807364,-0.4247275378814693,0.31300410171749504,0.2836932332121957,0.06604684640344731,0.3525496765177977,0.35813721031939916,0.4150575050982491,-0.007426559918541463,-0.06105694206293619,0.5512287889879581,0.3357786243334875,0.21437992300641212,0.3305413085223159,0.16558409933263524,0.42743380229796457,0.4641062702897697,0.2625995377103487,0.23904195949949333,0.010312137490124924,0.7205240730140685,0.47885562313508284,1.0,0.5518253819203196,0.7056211848760893,0.5588198005108657,0.5597434104408685,0.21591512296267487,0.5983497605708064,0.04464967820340483,0.23437768594380282,-0.0011607931074292116,0.015793119177068764,0.023066236958910157,-0.06248885096003867,0.008703402430217373,-0.045275679123302784,0.13882836864197148,-0.03879484195908915,0.2046367352428006,-0.005265609789775747,-0.004944630320760365,-0.053796596987939004,-0.07835878085131126,0.13270859241313648,0.16711837133565946,-0.05367475003704613,-0.24519624805227327,-0.2050849190001576,-0.11550929599156746
Panto_Acid_mg),0.02769330359503986,0.12228829359572349,-0.026295962049347633,-0.04710297511258046,-0.2501274814622786,0.19081609271152628,0.38003787000273564,0.0727024408395543,0.4050760918023567,0.11091559478268999,0.21498391029362754,0.0019887894966030867,0.1725958672133272,0.4346198885592865,0.4492750938733138,0.33809266233929774,0.4193244762021904,0.053142042544930185,0.5598076061428601,0.4169201433243498,0.3372392799136333,0.3622194788239112,0.0527176712381806,0.664440231850207,0.6373738991163026,0.5518253819203196,1.0,0.5590584914156974,0.5372193043717571,0.44832457592176417,0.30809935654946274,0.5448441404448077,0.4890311750716773,0.38958904001779016,0.14423162327862274,0.17700293316057947,0.1356952013962962,-0.02712323317832612,0.1262386328099817,-0.016156011150400884,0.23287415901781353,-0.012758907843989656,0.27260820134213337,0.33430118956264004,0.3342328039375403,-0.04261741692144222,0.023303984571113937,0.09487748402903497,0.06530084553397822,0.42055244676238906,-0.12225011012693195,-0.09634312602999696,-0.0702238819191636
Vit_B6_(mg),0.05710159242470011,0.11652751539386665,-0.02919917488694214,0.05084097051807037,-0.1965513360829673,0.14526458504759474,0.2343533387618994,0.04140453923052452,0.26831736430943365,0.11800877440297966,0.2593533036239292,-0.047391039500866546,0.03973335087664052,0.47607810224668023,0.25047447775367443,0.23085108075725444,0.25168706599677226,0.07270606855733056,0.45795802899654964,0.4352788976461116,0.1118541284557976,0.1440083236558073,0.11632843233035678,0.6089093158369817,0.5091383195722579,0.7056211848760893,0.5590584914156974,1.0,0.4575414823386759,0.4330709622909278,0.20486953696291377,0.48055634490363563,0.1739814231901764,0.3275600703522244,0.09663941012925055,0.11608284605432426,0.08580367224728565,-0.023195076696927382,0.09099626837050577,-0.005185880965231384,0.08820026512735611,0.055471074188737056,0.16383622461569528,0.1260856121757195,0.12613779830243635,0.04123793158078044,-0.05128923835888128,0.07816311781955583,0.11430539169438123,0.09861523084169337,-0.09783168168664848,-0.11717182052255883,0.025998418546374972
Folate_Tot_(µg),0.20609916543386217,0.023175696145643427,-0.044479483010419936,0.017666933460740407,-0.29870336604584535,0.1788525071937207,0.2352073728573896,-0.05706746320452035,0.19176090032343665,0.3076544087908044,0.29256969899454893,-0.033474362862203594,0.05438556375943287,0.71673750043751,0.5681851383462408,0.15004913808982817,0.1507377525311371,0.044259950063252465,0.43185194072908833,0.4249382506159231,0.11577353843554539,0.336758978645265,0.047565013098569454,0.5659129716871774,0.47568242068025074,0.5588198005108657,0.5372193043717571,0.4575414823386759,1.0,0.7177044811862873,0.6848055104152382,0.9677808382189781,0.1536926162042973,0.3324591055532311,0.036507814151291514,0.038344670506804186,0.024626009325382673,-0.05381035071289735,0.04291742685090905,-0.03079291462383621,0.05653208343248172,0.14089000596276435,0.21214403930880538,0.05326297669958925,0.052900596065158845,0.11617356696441639,-0.10887912384165235,-0.025510222205182793,0.04329477953728295,0.07755357831181466,-0.2003345343874108,-0.22356894740829317,0.0021590272764227237
Folic_Acid_(µg),0.28881429278850285,0.07149877172473589,-0.05204879217724294,0.0741473776175776,-0.3320013304806248,0.226022014097066,0.023561004317161148,-0.03121374148422287,0.07879314966581542,0.4090983946047114,0.16428402934222758,0.10436795811225708,0.03581404554306334,0.6141164770993411,0.09708278090568129,0.08852374402214394,-0.04217617217917124,0.12984093662022345,0.3412819953830843,0.15171443595301629,-0.00844762350684133,0.19142327808699244,0.016425148954119527,0.7085849120611252,0.44150261230302906,0.5597434104408685,0.44832457592176417,0.4330709622909278,0.7177044811862873,1.0,-0.016976289716853592,0.8699095222338479,-0.03723887560108671,0.1338411022027541,-0.06111859189102308,0.013241928224792717,0.06710582553627233,-0.04954743268389912,-0.07773932269685639,-0.037433670569144255,-0.032587049826586396,-0.03783201784604364,0.014455961947121083,0.024748368900932415,0.024925291894840048,-0.05333477624658143,-0.0543410178774244,-0.014960418226568068,0.01891859564052971,-0.052090132559318644,-0.18929390055576797,-0.18681816315753677,-0.08549583651945987
Food_Folate_(µg),-0.006208188071417274,-0.04162903279349534,-0.011556905442810248,-0.05238160800359556,-0.08247890079722424,0.021469952302959228,0.3121042183150637,-0.04900707228177068,0.191939936346551,0.013955681371215233,0.24937162634233087,-0.15840498611767265,0.0403303760839886,0.38812386435660373,0.716828669352572,0.12325344224546504,0.260568189644645,-0.073746633708154,0.2658602478421416,0.45957039116653575,0.17084398434119613,0.29337935454796965,0.050713180593721055,0.07102610742268956,0.22089503534268162,0.21591512296267487,0.30809935654946274,0.20486953696291377,0.6848055104152382,-0.016976289716853592,1.0,0.4783624848093844,0.26285895952232474,0.3372603478922799,0.11599442287573174,0.041008145830577804,-0.03489959294650469,-0.025013172927485044,0.1431031821398521,-0.004943152482988032,0.1157619918324124,0.2430819285332721,0.29144148787977475,0.05171792764804453,0.0510519891422849,0.2237689375668518,-0.09964235102205558,-0.01924183036326792,0.04347976600179379,0.1653297675486228,-0.08217872727663168,-0.14427262675101715,0.0919241139499189
Folate_DFE_(µg),0.2522412754436253,0.0423550421755208,-0.05105359136145618,0.039349588106591074,-0.33011202350452207,0.2060976949923216,0.17341451938156424,-0.05513695359838276,0.16299313716358338,0.366103803883141,0.26525785435397103,0.014206605016483161,0.05122023843381506,0.7293720909631937,0.4389771667000085,0.13657706856614193,0.09060055532144679,0.07767887521705251,0.4278417124840761,0.3594564399803265,0.08006873441283684,0.30888205608791286,0.03971747369106981,0.6568902868965718,0.4964233905212107,0.5983497605708064,0.5448441404448077,0.48055634490363563,0.9677808382189781,0.8699095222338479,0.4783624848093844,1.0,0.09486608828158934,0.2854104127478169,0.003958934514016336,0.032319268374792556,0.0417236009200726,-0.05576278228917406,0.002609500137745014,-0.03536261545015976,0.028191141674360827,0.08595786230716691,0.15311671524095785,0.04851254824682669,0.048359161464802104,0.0628485254476337,-0.09764915352126108,-0.02807182305080222,0.03521447612917476,0.036184613807918625,-0.20574865555165597,-0.2363756855152284,-0.029485772347414393
Choline_Tot_ (mg),0.005358937824415937,-0.016180314491425072,0.012120843303218595,-0.08119752751871627,-0.13521294595815286,0.17045676057249426,0.4126316472104696,0.1738595963341153,0.1616009990311948,-0.09202319292442052,-0.02039781537295524,-0.08591855040776507,0.04475600041248976,0.22347215931651424,0.11150537602541755,0.24029317262120864,0.12999012887380987,0.05252704560222841,0.20699278014878578,0.0946248613499811,0.06841079543762489,0.6913827904943125,-0.0463796185655144,0.024992336730717993,0.523632803093262,0.04464967820340483,0.4890311750716773,0.1739814231901764,0.1536926162042973,-0.03723887560108671,0.26285895952232474,0.09486608828158934,1.0,0.26580154564003233,-0.008624085418370231,0.08310328421207212,0.13848978744970125,-0.023295868142918032,-0.034637874766642346,0.006731556436352344,-0.03942598213497132,0.028735250401577123,0.12211876424407495,0.8113691804179184,0.8103701147752198,-0.03083141043400703,0.08721600971307664,0.20651598776816668,0.12748803054665978,0.9507764839142905,-0.06643188144094334,-0.08320542417733214,-0.03446008292347088
Vit_B12_(µg),-0.07045659374944739,0.008826083692247362,-0.06212085588230379,-0.05558529563833825,0.010325594288936186,0.03158098023394926,0.45992329924211717,0.0661011867364166,0.13406488165093192,-0.21507046147947778,-0.16467569305266344,-0.14068898084724626,0.21888257007685089,0.24350640873466,0.25959586461277473,0.31592148262920877,-0.031620236886448216,0.11331119909719972,0.41740754036026756,0.15621393125526356,-0.03170041046698086,0.3338905029963827,-0.04380728451042525,0.2009668958534528,0.3652978671516257,0.23437768594380282,0.38958904001779016,0.3275600703522244,0.3324591055532311,0.1338411022027541,0.3372603478922799,0.2854104127478169,0.26580154564003233,1.0,0.011513807187228851,0.3046154090777434,0.41802104722687583,-0.060783167963545694,-0.09426167920053503,-0.04209225030041069,-0.04813833164259933,-0.05738360775364036,0.1791085306949908,0.29641956681046794,0.2969038477240067,-0.08468195153052531,0.07015886821289817,0.07922917442333582,-0.03124388128036569,0.2640517019117154,-0.0035636233581702406,-0.08711407851394598,-0.09749393489620958
Vit_A_IU,-0.08145237923282116,-0.04622804981551241,-0.021093889723162854,0.017851309154604273,0.12895046575058622,-0.12089459533661748,-0.09574793659728084,-0.04849098528569397,0.045347849836261465,-0.0979867675485759,0.16173616778730351,-0.048740138416798244,-0.020387291883917594,0.030477034207976424,0.01410730482355039,-0.06156437899826361,0.11869426144716667,-0.13287342411534261,-0.04755808240488233,0.16358693819302228,-0.016236591078154828,-0.1105980251905635,0.12665149781958762,-0.0045941869232278415,0.03253450029317016,-0.0011607931074292116,0.14423162327862274,0.09663941012925055,0.036507814151291514,-0.06111859189102308,0.11599442287573174,0.003958934514016336,-0.008624085418370231,0.011513807187228851,1.0,0.7158435677180904,0.20479100270798745,0.6672674151648758,0.9627432072451899,0.04122309607707935,0.3757461780638501,0.3394433247515586,0.18337603350883613,-0.026947579259566153,-0.02717508459261887,0.3493342976559908,-0.035311781359734284,-0.04534122203587376,-0.053922080528683525,-0.0019705642455741155,0.07245224573375471,0.1331397804261854,0.08371597389312307
Vit_A_RAE,-0.07358989544936409,-0.03873819135274786,-0.008395996926285532,-0.04790232384741865,0.017724676509014603,0.05879465228773614,0.025577867868027727,0.16783644976674167,0.09368101091586364,-0.13899757248629868,0.005956645559126699,-0.0707989684992317,0.105968062315935,0.12296183725259144,-0.04535971966948961,0.06172419187051013,0.02493580111904785,0.019232598528105545,0.07617807752173386,0.035736952095053655,-0.02498992916003025,0.02453465326905218,0.04331485716083335,0.011924730031869436,0.20167264663391327,0.015793119177068764,0.17700293316057947,0.11608284605432426,0.038344670506804186,0.013241928224792717,0.041008145830577804,0.032319268374792556,0.08310328421207212,0.3046154090777434,0.7158435677180904,1.0,0.8302197628532397,0.3495889616515087,0.512713877511284,0.0035231783801781273,0.18994066980121407,0.16582321181912466,0.18399437412111092,0.09276736580240744,0.09340593645553256,0.2441197092958656,0.18283795955388488,0.14239049723397504,0.0012478516094105497,0.15177155399904893,-0.055347661032811205,0.08818407704336484,0.006255859651416466
Retinol_(µg),-0.03418270573780397,-0.01997256390729191,0.00506999961736797,-0.07973130944272633,-0.07811371681969867,0.1802291832642882,0.11231830903153668,0.276216903677813,0.09390162914246258,-0.11738285804885315,-0.11790190092966804,-0.06237621584571512,0.16405604353226685,0.15073352773652374,-0.07453915272656794,0.13612919062818327,-0.05997952677725301,0.1333829391940376,0.14784132162457142,-0.08366632271034508,-0.022274542772938166,0.13022646714353114,-0.039492832058069784,0.020266504433065505,0.25522287616072437,0.023066236958910157,0.1356952013962962,0.08580367224728565,0.024626009325382673,0.06710582553627233,-0.03489959294650469,0.0417236009200726,0.13848978744970125,0.41802104722687583,0.20479100270798745,0.8302197628532397,1.0,-0.03932008560342127,-0.04526192541181172,-0.027830955573214213,-0.03159632538912734,-0.036460357467955076,0.08288952036248917,0.19581773561721186,0.197377836207731,-0.024846506884737773,0.28373594807785224,0.2396952965867794,0.04573642495121731,0.2142618902455491,-0.12951165334454035,-0.0018655050410503302,-0.06240358920602328
Alpha_Carot_(µg),-0.07148928745248968,-0.029799764116154294,-0.04939707701933722,0.12656549850087595,0.18072920429593836,-0.1682812514489515,-0.11125795851471118,-0.10097339949347163,-0.08856401044898325,-0.11406804362849599,0.035277673223141445,-0.07959850137747965,-0.07135706808071053,-0.06471070228114507,-0.05876243060422288,-0.10146877980170947,-0.01610894075294598,-0.11703058427644346,-0.06852378344651959,-0.0423915347832448,-0.010807862016486388,-0.10063343847811304,-0.014611655090059057,-0.05163651581943682,-0.08983518504691747,-0.06248885096003867,-0.02712323317832612,-0.023195076696927382,-0.05381035071289735,-0.04954743268389912,-0.025013172927485044,-0.05576278228917406,-0.023295868142918032,-0.060783167963545694,0.6672674151648758,0.3495889616515087,-0.03932008560342127,1.0,0.6146604869450939,-0.008662976530150286,-0.012751202752324114,0.05026036696675474,-0.04354474951365327,-0.03537810268637942,-0.035707551986843826,0.026306267790543077,-0.07730706636497635,-0.08804309239755335,-0.06893826236445898,-0.03751076214920935,0.13200596767034012,0.026241505342914723,0.011155914301385272
Beta_Carot_(µg),-0.07182294115657259,-0.04223757403531976,-0.030190088582327777,0.02390760361772719,0.1296083849424981,-0.15226637117462982,-0.11685462769972382,-0.11222532593212536,0.04706530424037472,-0.05236143750600217,0.2176316744641702,-0.024189422598481797,-0.05744431994341903,0.006839961201849496,0.04831576164413595,-0.0875728030176065,0.1535167451676774,-0.16731596109251698,-0.07911393696246809,0.22360011430722437,-0.009704176661644989,-0.13874756230791252,0.15052154476851962,0.0005362782186816437,-0.01758169521713733,0.008703402430217373,0.1262386328099817,0.09099626837050577,0.04291742685090905,-0.07773932269685639,0.1431031821398521,0.002609500137745014,-0.034637874766642346,-0.09426167920053503,0.9627432072451899,0.512713877511284,-0.04526192541181172,0.6146604869450939,1.0,0.031389535182265914,0.43033112689681946,0.38056800878317704,0.19344324771833865,-0.05511943976807447,-0.055531725446511616,0.38434417502479545,-0.1036688148330535,-0.10054127084331006,-0.05785028618256994,-0.05472045009112207,0.10713880743980092,0.14394876600513987,0.11130442202090905
Beta_Crypt_(µg),-0.018429241813410532,0.009668830409778716,0.04159225150660151,-0.06871048409619836,0.09736080533427272,-0.09850407946099553,-0.07752519603913721,-0.06777786413516508,-0.07586141097517159,-0.0453447267694872,0.016285675560048247,0.004340546357069435,-0.05665654448485399,-0.035738830986528636,-0.040005055755685054,-0.07378631204776542,0.0087553223047658,-0.09584767401467845,-0.07351599789795157,-0.007973272982174484,-0.01487237557057908,-0.05700142699158964,0.0933396429764887,-0.03747706930619581,-0.0482687665327056,-0.045275679123302784,-0.016156011150400884,-0.005185880965231384,-0.03079291462383621,-0.037433670569144255,-0.004943152482988032,-0.03536261545015976,0.006731556436352344,-0.04209225030041069,0.04122309607707935,0.0035231783801781273,-0.027830955573214213,-0.008662976530150286,0.031389535182265914,1.0,0.0007822611361351241,0.07871633024998628,-0.01880309503694632,-0.0005632074351329969,-0.00046451420982480474,0.054782078325325875,-0.05428079381089198,-0.055979788353974845,-0.04731817268880327,0.005182784568873964,0.1040804939776856,-0.025025916673401354,0.15787709921003548
Lycopene_(µg),-0.030117273653282286,-0.0021663939877420955,-0.06094069451738975,-0.019238793787097183,-0.034910620121554936,-0.035019476438860234,-0.009057470956765975,-0.07719850411187758,0.22569545024313367,0.07764795650261049,0.2805560783527475,0.10760158890272396,-0.015952928749903107,0.06421843092229702,0.13340971818228306,0.008970685434704872,0.22231918044545426,-0.06439330927160444,0.0016565829644579404,0.3047532737757205,-0.0009641176827003491,-0.05191394871100327,0.17937845106281888,0.10139241928680236,0.112982812824683,0.13882836864197148,0.23287415901781353,0.08820026512735611,0.05653208343248172,-0.032587049826586396,0.1157619918324124,0.028191141674360827,-0.03942598213497132,-0.04813833164259933,0.3757461780638501,0.18994066980121407,-0.03159632538912734,-0.012751202752324114,0.43033112689681946,0.0007822611361351241,1.0,0.05858165298038948,0.285230639030841,-0.02841836106848329,-0.028570299371052328,0.022196669086337543,-0.06003730627779525,-0.06753315300024698,-0.05140742022978949,-0.02975452636379094,0.18320513173073094,0.003951830167662994,0.0028096670625107636
Lut+Zea_ (µg),-0.09290070797609712,-0.031099691061322834,0.1264923542635381,-0.06900179414001012,0.15423865861082728,-0.15683592130933602,-0.073339938655636,-0.09811492797998211,-0.023055766546822003,-0.10086006300185701,0.05828096465172309,-0.07545301706895169,-0.019406608215427123,0.04149175436190285,0.02985876318635593,-0.0672845126194701,0.06874047269591359,-0.11726201802602253,-0.048430643562838764,0.16669994967357035,-0.013321233282335927,-0.05908356309835352,0.15656963470801574,-0.014439197896722945,0.001799779405569569,-0.03879484195908915,-0.012758907843989656,0.055471074188737056,0.14089000596276435,-0.03783201784604364,0.2430819285332721,0.08595786230716691,0.028735250401577123,-0.05738360775364036,0.3394433247515586,0.16582321181912466,-0.036460357467955076,0.05026036696675474,0.38056800878317704,0.07871633024998628,0.05858165298038948,1.0,0.05814126603196896,0.007575741632824875,0.00731594228598631,0.8770323908016429,-0.07850824035598444,-0.08486208047003728,-0.06160808317824381,0.011617525889629129,-0.04838346494761065,0.07484626725995366,0.2605978150143076
Vit_E_(mg),0.013028078269047304,0.07015484987994963,-0.053389917560209256,0.08192231020737084,-0.25457577794881314,0.33954627449117325,0.10774106776378263,0.387376962246199,0.10667305447258339,0.029421229690524024,0.15724236090177202,0.0007502814290128684,-0.07136842031119077,0.1169701882680839,0.3510654787434582,0.0433453684059722,0.1325033129184188,-0.03222837756757966,0.09658608106406232,0.3400455970591287,-0.01976789815221077,0.10932493739479139,0.03714173748678707,0.13834427777957856,0.059877052013910054,0.2046367352428006,0.27260820134213337,0.16383622461569528,0.21214403930880538,0.014455961947121083,0.29144148787977475,0.15311671524095785,0.12211876424407495,0.1791085306949908,0.18337603350883613,0.18399437412111092,0.08288952036248917,-0.04354474951365327,0.19344324771833865,-0.01880309503694632,0.285230639030841,0.05814126603196896,1.0,0.028684621216366578,0.028098791204297608,0.0896160148924812,0.08969479844181037,0.531227261234551,0.44643893171434695,0.07914851492264259,-0.17072343574670737,0.022012322996251703,-0.054025425060560246
Vit_D_µg,-0.06759643638997628,0.027120572611245262,0.02836040135314259,-0.11643417070043832,-0.07159644100240194,0.14958829408937602,0.3217263997206943,0.21551102633089492,0.08967237740207569,-0.15764001414843043,-0.14312087008561492,-0.0834841279516466,0.1312046220174427,0.22930650008169648,-0.05051508854174561,0.21604824900865902,0.003463739298692445,0.05939037608169635,0.23686835834193246,-0.03093275449191777,-0.023683691738747497,0.48865761963777893,-0.04883786587390292,-0.014069307872751673,0.4160815611145169,-0.005265609789775747,0.33430118956264004,0.1260856121757195,0.05326297669958925,0.024748368900932415,0.05171792764804453,0.04851254824682669,0.8113691804179184,0.29641956681046794,-0.026947579259566153,0.09276736580240744,0.19581773561721186,-0.03537810268637942,-0.05511943976807447,-0.0005632074351329969,-0.02841836106848329,0.007575741632824875,0.028684621216366578,1.0,0.9997713154717391,-0.045044178533870764,0.15585381161108822,0.25272388248293964,0.09287991848205593,0.8137352735311464,-0.05917581757579501,-0.052056542167835874,-0.04811055212365498
Vit_D_IU,-0.06896849448370952,0.027068164968812668,0.028082765546296216,-0.11860710853894384,-0.07050314766387945,0.14884544001152994,0.3220148896190144,0.21548641690612688,0.08958504622532909,-0.15906301102832301,-0.14572052089530085,-0.08456630300060315,0.13254931268245004,0.23007112752044248,-0.05128033309096551,0.21589474557235638,0.0027795857501184645,0.06021478318001676,0.23756579959725221,-0.03141806767361774,-0.023801612920823164,0.4874263461418105,-0.04939187825011205,-0.014388453869425447,0.4158131890612717,-0.004944630320760365,0.3342328039375403,0.12613779830243635,0.052900596065158845,0.024925291894840048,0.0510519891422849,0.048359161464802104,0.8103701147752198,0.2969038477240067,-0.02717508459261887,0.09340593645553256,0.197377836207731,-0.035707551986843826,-0.055531725446511616,-0.00046451420982480474,-0.028570299371052328,0.00731594228598631,0.028098791204297608,0.9997713154717391,1.0,-0.04558154422847228,0.15624672403015272,0.2529106402613061,0.09213466094312875,0.8136707873782378,-0.060299814715397276,-0.05253993734980538,-0.04851551656162758
Vit_K_(µg),-0.09761870979517617,-0.03518915616070315,0.11403238576231704,-0.043271953458985275,0.13246032999526602,-0.1156667708998286,-0.09936977374788261,-0.0352340815556965,-0.003427538553882787,-0.1059617098468475,0.06243194855082977,-0.08545103232231725,-0.02225946895613549,0.03153823759036532,0.035973675999715085,-0.08534535151108011,0.06304069035830995,-0.08436167747421933,-0.06918066841642899,0.2306606194532889,-0.015174729355356163,-0.10409553440125703,0.1800770533170746,-0.026659583616218393,-0.0420546035419873,-0.053796596987939004,-0.04261741692144222,0.04123793158078044,0.11617356696441639,-0.05333477624658143,0.2237689375668518,0.0628485254476337,-0.03083141043400703,-0.08468195153052531,0.3493342976559908,0.2441197092958656,-0.024846506884737773,0.026306267790543077,0.38434417502479545,0.054782078325325875,0.022196669086337543,0.8770323908016429,0.0896160148924812,-0.045044178533870764,-0.04558154422847228,1.0,-0.06318156588789611,-0.03676193221719329,0.04839960520146434,-0.04199694523126368,-0.10223031881969002,0.06797308978962081,0.27411442158710425
